1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0
-1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,1.0
0.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0
-1.0,1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-1.0
0.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0
-1.0,0.0,1.0,0.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0
1.0,1.0,1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0
-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,1.0,1.0
1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0
-0.9999044951939824,0.9998441573695273,0.9999999986431588,-0.9999978715886402,-1.0001393606716626,1.0000000916212721,-0.9999998794530045,-0.9999993945350681,0.9999999073273667,0.9999986654781182,6.061143249124208E-8,1.0000007520816703,-0.9999728917855427,0.0010053522200831008,-1.0000015523469243,-0.9995168409733942,-0.00254796051724073,0.0027564049446600672,-7.4031020508392786E-9,0.9997185720974991,-1.0008625468854204,-3.290497944310933E-4,-6.191042159338388E-4,-1.0004928353272442,-0.9999899936143266,-1.0000265789382095,-0.999990488013263,-1.3221051370115312E-7,-0.9996805300710262,0.9997246214292551,-1.0000034224732643,5.0969865231808746E-6,0.999979187504902,1.0000001429203391,-1.0000000239389404,-1.0692999142704741E-6,-0.9972970138829155,1.0020643579675668,0.9999922153552424,1.0000834292163598,-3.099982982544156E-7,1.0000000091044383,1.0006160990648616,-3.273690361352606E-8,1.0000136134113657,-1.0000890095103527,-0.9999986142739155,1.4108899813897043E-6,0.9999810979671689,-0.9992848182981967,-1.000011120801926,-4.9154818339772484E-6,-4.295762600738988E-7,0.9999991616322006,-1.0001598645566363,-0.9999999115271202,-1.0000044823476004,1.0012392399462426,1.0000001910537895,-1.0000137932440303,1.0000344220127901,1.5357033605942666E-7,-0.9993149483818639,3.307423848093001E-5,-0.0010405806641633818,0.9995055375514738,-0.9999999649976828,-0.9989027374401565,-6.708152812164767E-7,-0.9999983603639663,0.0010025696214639996,-3.3453785475883E-8,2.671820869752527E-7,0.9983261930120985,-0.9999350112730219,1.000000007591436,0.9999995931733142,-1.743899596699526E-5,4.984703853980198E-5,8.811247774263635E-6
